State_Name,District_Name,Crop_Year,Season,Crop,Temperature,Humidity,Soil_Moisture,Area,Production
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Jowar,37,42,55,300.0,200.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Maize,36,40,54,800.0,1400.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Rice,34,45,52,247200.0,630400.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Sesamum,34,55,62,1500.0,500.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Sugarcane,35,50,59,27600.0,2156600.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Sunflower,25,55,55,800.0,400.0
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Tobacco,36,35,45,26300.0,32100.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Dry chillies,37,40,46,5300.0,9800.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Groundnut,36,41,50,4300.0,7700.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Horse-gram,37,42,55,1100.0,300.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Jowar,36,40,54,300.0,500.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Maize,34,45,52,8900.0,33600.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Moong(Green Gram),34,55,62,2700.0,1100.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Rice,35,50,59,193600.0,678100.0
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Urad,25,55,55,5800.0,1400.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Arhar/Tur,36,35,45,200.0,200.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Cotton(lint),37,40,46,3100.0,2400.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Groundnut,36,41,50,700.0,400.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Jowar,37,42,55,400.0,100.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Maize,36,40,54,500.0,1100.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Moong(Green Gram),34,45,52,100.0,
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Rice,34,55,62,262000.0,646400.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Sesamum,35,50,59,1400.0,500.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Sunflower,25,55,55,700.0,600.0
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Urad,36,35,45,200.0,100.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Dry chillies,37,40,46,5700.0,10700.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Groundnut,36,41,50,4300.0,6400.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Horse-gram,37,42,55,1100.0,400.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Jowar,36,40,54,100.0,100.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Maize,34,45,52,9200.0,45800.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Moong(Green Gram),34,55,62,2300.0,900.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Rice,35,50,59,194300.0,849100.0
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Urad,25,55,55,5800.0,2400.0
Andhra Pradesh,WEST GODAVARI,1998,Whole Year ,Sugarcane,36,35,45,29000.0,2321300.0
Andhra Pradesh,WEST GODAVARI,1998,Whole Year ,Tobacco,37,40,46,29200.0,42400.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Cotton(lint),36,41,50,1546.0,2555.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Groundnut,37,42,55,658.0,913.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Horse-gram,36,40,54,33.0,15.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Jowar,34,45,52,321.0,82.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Maize,34,55,62,927.0,2634.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Masoor,35,50,59,439.0,188.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Moong(Green Gram),25,55,55,169.0,120.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Rice,36,35,45,267083.0,685440.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Sesamum,37,40,46,20.0,5.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Sunflower,36,41,50,119.0,105.0
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Urad,37,42,55,189.0,115.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Gram,36,40,54,61.0,68.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Groundnut,34,45,52,2818.0,4545.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Horse-gram,34,55,62,824.0,398.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Jowar,35,50,59,86.0,34.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Maize,25,55,55,10974.0,53125.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Moong(Green Gram),36,35,45,3859.0,996.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Rice,37,40,46,193377.0,780930.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Safflower,36,41,50,390.0,110.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Sesamum,37,42,55,1023.0,353.0
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Urad,36,40,54,4983.0,2955.0
Andhra Pradesh,WEST GODAVARI,1999,Whole Year ,Dry chillies,34,45,52,4488.0,6500.0
Andhra Pradesh,WEST GODAVARI,1999,Whole Year ,Sugarcane,34,55,62,30006.0,2892444.0
Andhra Pradesh,WEST GODAVARI,1999,Whole Year ,Tobacco,35,50,59,20308.0,22339.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Arhar/Tur,25,55,55,436.0,242.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Castor seed,36,35,45,276.0,84.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Cotton(lint),37,40,46,2028.0,3829.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Dry chillies,36,41,50,50.0,138.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Groundnut,37,42,55,790.0,1005.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Horse-gram,36,40,54,8.0,4.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Jowar,34,45,52,327.0,121.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Maize,34,55,62,2332.0,6073.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Moong(Green Gram),35,50,59,101.0,45.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Other Kharif pulses,25,55,55,146.0,62.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Rice,36,35,45,272901.0,794415.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Samai,37,40,46,72.0,31.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Sesamum,36,41,50,18.0,4.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Small millets,37,42,55,72.0,31.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Sunflower,36,40,54,343.0,488.0
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Urad,34,45,52,151.0,9.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Arhar/Tur,34,55,62,256.0,142.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Dry chillies,35,50,59,5060.0,7428.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Gram,25,55,55,5.0,12.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Groundnut,36,35,45,3351.0,6444.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Horse-gram,37,40,46,245.0,52.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Jowar,36,41,50,21.0,18.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Maize,37,42,55,16357.0,88066.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Moong(Green Gram),36,40,54,3345.0,1121.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Other  Rabi pulses,34,45,52,1106.0,439.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,other misc. pulses,34,55,62,293.0,39.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Rice,35,50,59,198764.0,858462.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Sesamum,25,55,55,612.0,168.0
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Urad,36,35,45,5997.0,2351.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Banana,37,40,46,8081.0,116102.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Cashewnut,36,41,50,42702.0,8824.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Coconut ,37,42,55,21657.0,250628448.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Sugarcane,36,40,54,38177.0,2765821.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Sweet potato,34,45,52,28.0,379.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Tapioca,34,55,62,32.0,245.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Tobacco,35,50,59,7168.0,15648.0
Andhra Pradesh,WEST GODAVARI,2000,Whole Year ,Turmeric,25,55,55,615.0,2761.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Arhar/Tur,36,35,45,182.0,106.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Castor seed,37,40,46,14.0,4.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Cotton(lint),36,41,50,3269.0,8538.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Dry chillies,37,42,55,40.0,145.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Groundnut,36,40,54,670.0,1126.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Jowar,34,45,52,324.0,185.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Maize,34,55,62,845.0,2259.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Moong(Green Gram),35,50,59,119.0,57.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Other Kharif pulses,25,55,55,48.0,28.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Rice,36,35,45,222720.0,576622.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Samai,37,40,46,24.0,12.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Sesamum,36,41,50,7.0,1.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Small millets,37,42,55,24.0,12.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Sunflower,36,40,54,437.0,494.0
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Urad,34,45,52,540.0,195.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Arhar/Tur,34,55,62,10.0,6.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Dry chillies,35,50,59,4258.0,6149.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Gram,25,55,55,6.0,11.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Groundnut,36,35,45,2701.0,6237.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Horse-gram,37,40,46,335.0,181.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Jowar,36,41,50,1138.0,840.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Maize,37,42,55,12639.0,81698.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Moong(Green Gram),36,40,54,1975.0,602.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Onion,34,45,52,1.0,16.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Other  Rabi pulses,34,55,62,653.0,494.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Rice,35,50,59,191480.0,896509.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Sesamum,25,55,55,527.0,134.0
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Urad,36,35,45,7335.0,4988.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Banana,37,40,46,8264.0,99790.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Cashewnut,36,41,50,42195.0,6854.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Coconut ,37,42,55,22287.0,208041750.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Sugarcane,36,40,54,32855.0,3070267.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Sweet potato,34,45,52,13.0,173.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Tobacco,34,55,62,22186.0,31477.0
Andhra Pradesh,WEST GODAVARI,2001,Whole Year ,Turmeric,35,50,59,263.0,1137.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Arhar/Tur,25,55,55,245.0,86.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Cotton(lint),36,35,45,940.0,1670.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Dry chillies,37,40,46,22.0,43.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Groundnut,36,41,50,155.0,242.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Jowar,37,42,55,479.0,160.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Maize,36,40,54,1457.0,1412.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Moong(Green Gram),34,45,52,240.0,36.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Rice,34,55,62,214554.0,659110.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Sesamum,35,50,59,12.0,1.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Sunflower,25,55,55,1610.0,1755.0
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Urad,36,35,45,1909.0,99.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Arhar/Tur,37,40,46,82.0,29.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Dry chillies,36,41,50,3549.0,4766.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Gram,37,42,55,23.0,30.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Groundnut,36,40,54,2579.0,5114.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Horse-gram,34,45,52,236.0,87.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Jowar,34,55,62,1823.0,1461.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Maize,35,50,59,16683.0,119534.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Moong(Green Gram),25,55,55,6945.0,1771.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,other oilseeds,36,35,45,4275.0,5305.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Rice,37,40,46,117074.0,506579.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Safflower,36,41,50,6.0,2.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Sesamum,37,42,55,1019.0,184.0
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Urad,36,40,54,23873.0,13822.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Banana,34,45,52,5547.0,123149.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Beans & Mutter(Vegetable),34,55,62,439.0,2212.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Bhindi,35,50,59,669.0,1511.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Bottle Gourd,25,55,55,43.0,0.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Brinjal,36,35,45,1258.0,16639.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Cabbage,37,40,46,36.0,0.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Cashewnut,36,41,50,42464.0,2482.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Citrus Fruit,37,42,55,2893.0,5926.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Coconut ,36,40,54,22093.0,224101800.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Cucumber,34,45,52,175.0,0.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Mango,34,55,62,20000.0,93638.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Orange,35,50,59,199.0,3534.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Other Fresh Fruits,25,55,55,644.0,2579.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Other Vegetables,36,35,45,2099.0,0.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Papaya,37,40,46,15.0,1957.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Pome Fruit,36,41,50,633.0,2443.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Sugarcane,37,42,55,34992.0,2915988.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Sweet potato,36,40,54,11.0,119.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Tapioca,34,45,52,2.0,12.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Tobacco,34,55,62,19418.0,31870.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Tomato,35,50,59,317.0,2381.0
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Turmeric,25,55,55,254.0,1362.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Arhar/Tur,36,35,45,577.0,244.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Bajra,37,40,46,75.0,102.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Cotton(lint),36,41,50,3759.0,11189.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Dry chillies,37,42,55,40.0,176.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Groundnut,36,40,54,465.0,445.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Jowar,34,45,52,430.0,1272.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Maize,34,55,62,3124.0,5361.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Moong(Green Gram),35,50,59,850.0,462.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Rice,25,55,55,232235.0,812590.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Sesamum,36,35,45,20.0,6.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Sunflower,37,40,46,2966.0,3485.0
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Urad,36,41,50,983.0,606.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Arhar/Tur,37,42,55,119.0,50.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Dry chillies,36,40,54,3734.0,4526.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Groundnut,34,45,52,2642.0,5345.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Horse-gram,34,55,62,394.0,213.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Jowar,35,50,59,1182.0,2220.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Maize,25,55,55,24694.0,142855.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Moong(Green Gram),36,35,45,6375.0,2155.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Other  Rabi pulses,37,40,46,12.0,2.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,other oilseeds,36,41,50,4367.0,
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Ragi,37,42,55,10.0,18.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Rice,36,40,54,177983.0,867133.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Sesamum,34,45,52,2193.0,452.0
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Urad,34,55,62,12077.0,4674.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Arecanut,35,50,59,9.0,6.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Banana,25,55,55,5712.0,24247.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Beans & Mutter(Vegetable),36,35,45,236.0,1615.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Bhindi,37,40,46,744.0,1667.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Bottle Gourd,36,41,50,33.0,0.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Brinjal,37,42,55,1224.0,15643.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cabbage,36,40,54,24.0,0.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cashewnut,34,45,52,41674.0,6068.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Citrus Fruit,34,55,62,2819.0,3450.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Coconut ,35,50,59,21985.0,226058352.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Cucumber,25,55,55,265.0,0.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Mango,36,35,45,19342.0,66887.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Orange,37,40,46,205.0,3111.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Other Fresh Fruits,36,41,50,618.0,2966.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Other Vegetables,37,42,55,2492.0,0.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Papaya,36,40,54,23.0,2089.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Pome Fruit,34,45,52,551.0,11931.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Sugarcane,34,55,62,32723.0,2991438.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Sweet potato,35,50,59,24.0,173.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Tobacco,25,55,55,21385.0,29953.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Tomato,36,35,45,310.0,3058.0
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Turmeric,37,40,46,219.0,1351.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Arhar/Tur,36,41,50,326.0,216.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Bajra,37,42,55,65.0,71.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Cotton(lint),36,40,54,8729.0,24852.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Dry chillies,34,45,52,14.0,58.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Groundnut,34,55,62,934.0,896.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Jowar,35,50,59,380.0,203.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Maize,25,55,55,2148.0,6345.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Moong(Green Gram),36,35,45,158.0,59.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Other Kharif pulses,37,40,46,11.0,4.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Rice,36,41,50,244235.0,842122.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Sunflower,37,42,55,2519.0,2254.0
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Urad,36,40,54,189.0,91.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Arhar/Tur,34,45,52,7.0,5.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Dry chillies,34,55,62,2757.0,4759.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Groundnut,35,50,59,2981.0,7488.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Horse-gram,25,55,55,437.0,177.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Jowar,36,35,45,66.0,124.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Maize,37,40,46,21512.0,134988.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Moong(Green Gram),36,41,50,5992.0,3667.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Other  Rabi pulses,37,42,55,1297.0,284.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Rice,36,40,54,175761.0,807446.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Sesamum,34,45,52,772.0,182.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Sunflower,34,55,62,2517.0,2253.0
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Urad,35,50,59,9829.0,6743.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Banana,25,55,55,6051.0,156479.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Cashewnut,36,35,45,40257.0,8934.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Coconut ,37,40,46,21868.0,249596424.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Sugarcane,36,41,50,33640.0,3030493.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Sweet potato,37,42,55,20.0,183.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Tobacco,36,40,54,18118.0,25840.0
Andhra Pradesh,WEST GODAVARI,2004,Whole Year ,Turmeric,34,45,52,274.0,2215.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Arhar/Tur,34,55,62,409.0,247.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Bajra,35,50,59,40.0,48.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Cotton(lint),25,55,55,11196.0,27134.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Dry chillies,36,35,45,23.0,96.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Groundnut,37,40,46,1417.0,1586.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Horse-gram,36,41,50,141.0,55.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Jowar,37,42,55,342.0,190.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Maize,36,40,54,3560.0,12738.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Moong(Green Gram),34,45,52,380.0,263.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Other Kharif pulses,34,55,62,256.0,98.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Rice,35,50,59,253521.0,475859.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Sesamum,25,55,55,6.0,1.0
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Urad,36,35,45,1585.0,545.0
Andhra Pradesh,WEST GODAVARI,2005,Rabi       ,Dry chillies,37,40,46,3086.0,4061.0
Andhra Pradesh,WEST GODAVARI,2005,Rabi       ,Groundnut,36,41,50,2972.0,12789.0
Andhra Pradesh,WEST GODAVARI,2005,Rabi       ,Horse-gram,37,42,55,467.0,168.0
